rowid,building,floor,height,rooms,square,price
5-1,5,3,23,2комн.,62.48,8741100
5-10,5,4,23,2комн.,62.48,8745100
5-101,5,14,23,2комн.,65.97,9407600
5-103,5,15,23,2комн.,65.07,9283400
5-104,5,15,23,1комн.,45.12,6678700
5-106,5,15,23,1комн.,40.46,5988900
5-109,5,15,23,2комн.,65.97,9411800
5-11,5,4,23,2комн.,69.44,10032000
5-111,5,16,23,2комн.,65.07,9287600
5-112,5,16,23,1комн.,45.12,6681600
5-113,5,16,23,1комн.,40.46,5991500
5-114,5,16,23,1комн.,40.46,5991500
5-115,5,16,23,1комн.,41.65,6167700
5-116,5,16,23,2комн.,60.22,8556600
5-117,5,16,23,2комн.,65.97,9416100
5-119,5,17,23,2комн.,65.07,9346200
5-120,5,17,23,1комн.,45.12,6722200
5-121,5,17,23,1комн.,40.46,6027900
5-122,5,17,23,1комн.,40.46,6027900
5-123,5,17,23,1комн.,41.65,6205200
5-124,5,17,23,2комн.,60.22,8610900
5-125,5,17,23,2комн.,65.97,9475500
5-126,5,17,23,1комн.,37.43,5600600
5-127,5,18,23,2комн.,65.07,9350400
5-128,5,18,23,1комн.,45.12,6725100
5-129,5,18,23,1комн.,40.46,6030500
5-13,5,4,23,1комн.,40.46,5879600
5-130,5,18,23,1комн.,40.46,6030500
5-131,5,18,23,1комн.,41.65,6207900
5-132,5,18,23,2комн.,60.22,8614700
5-133,5,18,23,2комн.,65.97,9479700
5-134,5,18,23,1комн.,37.43,5603000
5-135,5,19,23,2комн.,65.07,9354600
5-136,5,19,23,1комн.,45.12,6728000
5-137,5,19,23,1комн.,40.46,6033100
5-139,5,19,23,1комн.,41.65,6210600
5-14,5,4,23,1комн.,40.46,5879600
5-140,5,19,23,2комн.,60.22,8618600
5-141,5,19,23,2комн.,65.97,9484000
5-142,5,19,23,1комн.,37.43,5605400
5-143,5,20,23,2комн.,65.07,9358800
5-144,5,20,23,1комн.,45.12,6730900
5-145,5,20,23,1комн.,40.46,6035700
5-146,5,20,23,1комн.,40.46,6035700
5-147,5,20,23,1комн.,41.65,6213300
5-148,5,20,23,2комн.,60.22,8622500
5-149,5,20,23,2комн.,65.97,9488200
5-15,5,4,23,1комн.,41.65,6052500
5-151,5,21,23,2комн.,65.07,9363000
5-152,5,21,23,1комн.,45.12,6733800
5-153,5,21,23,1комн.,40.46,6038300
5-154,5,21,23,1комн.,40.46,6038300
5-155,5,21,23,1комн.,41.65,6215900
5-157,5,21,23,2комн.,65.97,9492500
5-158,5,21,23,1комн.,37.43,5610200
5-159,5,22,23,2комн.,65.07,9429900
5-16,5,4,23,2комн.,60.22,8390100
5-160,5,22,23,1комн.,45.12,6780200
5-161,5,22,23,1комн.,40.46,6080000
5-162,5,22,23,1комн.,40.46,6080000
5-163,5,22,23,1комн.,41.65,6258800
5-165,5,22,23,2комн.,65.97,9560300
5-166,5,22,23,1комн.,37.43,5648700
5-167,5,23,23,2комн.,65.07,10790200
5-168,5,23,23,1комн.,45.12,7723500
5-169,5,23,23,1комн.,40.46,6925800
5-17,5,4,23,2комн.,65.97,9233600
5-170,5,23,23,1комн.,40.46,6925800
5-171,5,23,23,1комн.,41.65,7129500
5-172,5,23,23,2комн.,60.22,9947200
5-173,5,23,23,2комн.,65.97,10939500
5-174,5,23,23,1комн.,37.43,6431200
5-19,5,5,23,2комн.,62.48,8749100
5-2,5,3,23,2комн.,69.44,10027500
5-20,5,5,23,2комн.,69.44,10036400
5-22,5,5,23,1комн.,40.46,5882200
5-24,5,5,23,1комн.,41.65,6055200
5-25,5,5,23,2комн.,60.22,8393900
5-26,5,5,23,2комн.,65.97,9237800
5-28,5,6,23,2комн.,62.48,8753200
5-29,5,6,23,2комн.,69.44,10040900
5-32,5,6,23,1комн.,40.46,5884800
5-35,5,6,23,2комн.,65.97,9242100
5-37,5,7,23,2комн.,62.48,8757200
5-38,5,7,23,2комн.,69.44,10045300
5-4,5,3,23,1комн.,40.46,5877000
5-44,5,7,23,2комн.,65.97,9246300
5-46,5,8,23,2комн.,62.48,8761200
5-5,5,3,23,1комн.,40.46,5877000
5-50,5,8,23,1комн.,40.46,5890000
5-55,5,9,23,2комн.,62.48,8765200
5-58,5,9,23,1комн.,40.46,5892600
5-6,5,3,23,1комн.,41.65,6049800
5-63,5,10,23,2комн.,62.48,8893800
5-69,5,10,23,2комн.,65.97,9390600
5-7,5,3,23,2комн.,60.22,8386200
5-70,5,10,23,1комн.,37.43,5552400
5-71,5,11,23,2комн.,65.07,9266700
5-73,5,11,23,1комн.,40.46,5978500
5-74,5,11,23,1комн.,40.46,5978500
5-77,5,11,23,2комн.,65.97,9394900
5-79,5,12,23,2комн.,65.07,9270900
5-8,5,3,23,2комн.,65.97,9229400
5-80,5,12,23,1комн.,45.12,6670000
5-81,5,12,23,1комн.,40.46,5981100
5-82,5,12,23,1комн.,40.46,5981100
5-83,5,12,23,1комн.,41.65,6157000
5-84,5,12,23,2комн.,60.22,8541100
5-85,5,12,23,2комн.,65.97,9399100
5-87,5,13,23,2комн.,65.07,9275100
5-88,5,13,23,1комн.,45.12,6672900
5-89,5,13,23,1комн.,40.46,5983700
5-9,5,3,23,1комн.,37.43,5460900
5-90,5,13,23,1комн.,40.46,5983700
5-91,5,13,23,1комн.,41.65,6159700
5-92,5,13,23,2комн.,60.22,8545000
